overhang_cm,slip_time_s,slip_angle_deg,slip_omega_rad_s,liftoff_phase,liftoff_time_s,liftoff_angle_deg,freefall_angular_velocity_rad_s,liftoff_y_m,liftoff_y_dot_m_s,freefall_time_s,total_landing_time_s,landing_total_angle_deg,landing_total_angle_mod_deg,landing_side,r_liftoff_m,rdot_liftoff_m_s,theta_liftoff_deg,theta_dot_liftoff_rad_s,friction_sign
1.55,0.0584154759280793,12.939776958189759,7.825945582853115,slip,0.10955857994854495,44.23096119794588,12.402548272038361,-0.009050831183040231,-0.40023029985476466,0.3398222615865561,0.44938084153510105,285.7133060577799,285.7133060577799,Up,0.020699061700319942,0.23049894731588835,48.680040188345785,16.085744520250664,1.0
1.6,0.05732614575731378,12.682894880305897,7.811424525090394,slip,0.10828129639831778,43.919215778157835,12.442769243474547,-0.009287881328721858,-0.4053212213519062,0.33930182809705095,0.44758312449536874,285.8136518037101,285.8136518037101,Up,0.021162892379589314,0.23146807247519827,48.14162309541797,15.972737591692148,1.0
1.6500000000000001,0.056287524283804076,12.430009450522684,7.7923740217340915,slip,0.10708324176263016,43.61305671823163,12.477345674526708,-0.009525592291682828,-0.4104831791363982,0.3387679542371867,0.4458511959998169,285.79801200043164,285.79801200043164,Up,0.021631749549055116,0.2325119352166622,47.6278005375712,15.863634660099706,1.0
1.7000000000000002,0.055296390851873156,12.18137065381849,7.76914623100824,slip,0.1059591276116119,43.31268271623979,12.506603528865414,-0.00976385085290304,-0.41570584393351134,0.33822217764482165,0.44418130525643357,285.6744420026197,285.6744420026197,Up,0.02210527567604032,0.23362427773904568,47.13675720912455,15.758049948388958,1.0
1.7500000000000002,0.054349805489264165,11.937184411083939,7.742074157804153,slip,0.10490413563582376,43.01825169140779,12.53085400534682,-0.01000256729897813,-0.4209798339207457,0.3376660489349211,0.4425701845707448,285.4506727908015,285.4506727908015,Up,0.02258314719496311,0.23479944311536285,46.66688525282771,15.655636082337724,1.0
1.8000000000000003,0.05344507537350018,11.697616726789532,7.711472239881155,slip,0.10391386287458186,42.72988468484129,12.550393863438602,-0.010241671543049771,-0.42629662832602405,0.3371011093957804,0.4410149722703623,285.13410096006896,285.13410096006896,Up,0.023065070616308726,0.23603230129123207,46.21675413231528,15.556081899599416,1.0
1.8500000000000003,0.05257972641304232,11.462797616878229,7.677636965392163,slip,0.10298427483332755,42.44766951670754,12.56550578627914,-0.010481109841226894,-0.4316484900936676,0.3365288723790579,0.43951314721238544,284.73178228781376,284.73178228781376,Up,0.023550779151528034,0.23731818658213308,45.785085284204655,15.459109911198897,1.0
1.9000000000000004,0.05175147903193002,11.232824801882266,7.640847515588888,slip,0.10211166516658604,42.17166420169966,12.576458774186365,-0.010720842011408641,-0.43702839639327296,0.33595080804612737,0.4380624732127134,284.2504285791872,284.2504285791872,Up,0.024040029775326113,0.23865284453437569,45.37073077568422,15.364473602999803,1.0
1.9500000000000004,0.050958227426184576,11.007767157077762,7.601366426493321,slip,0.10129262085193669,41.90190012664509,12.583508562043054,-0.01096083907724736,-0.44242997595828737,0.3353683311277494,0.4366609519796861,283.69640745882583,283.69640745882583,Up,0.024532600660631402,0.24003238646377142,44.972655317016375,15.271954707593066,1.0
2.0,0.050198021701521205,10.787667917051957,7.559440263498885,slip,0.100523991977536,41.63838499584899,12.586898054822573,-0.011201081272661314,-0.4478474524102264,0.33478279136156347,0.43530678333909945,283.0757447697643,283.0757447697643,Up,0.0250282889324345,0.241453250328567,44.589921083169045,15.181360535180326,1.0
2.05,0.04946905241370402,10.572547636534802,7.515300303216738,slip,0.09980286542335629,41.38110555133716,12.586857776140171,-0.01144155635272623,-0.4532755928608898,0.33419546628713037,0.43399833171048663,282.3941292418737,282.3941292418737,Up,0.025526908695548224,0.2429121668629025,44.221674887541525,15.092521421255412,1.0
2.1,0.04876963712177645,10.362406912847186,7.469163217338062,slip,0.09912654184282062,41.13003007644938,12.583606325321803,-0.011682258165312027,-0.45870966119505097,0.3336075560982326,0.4327340979410532,281.65691910303104,281.65691910303104,Up,0.026028289298523948,0.24440613010710305,43.86713732547567,15.005288326588413,1.0
2.15,0.048098208635415175,10.15722887800376,7.421231753807474,slip,0.09849251545357547,40.885110692258884,12.57735083903005,-0.01192318544489051,-0.4641453755253571,0.3330201802745384,0.43151269572811385,280.86915032282326,280.86915032282326,Up,0.02653227380183868,0.24593237163616039,43.52559356801598,14.9195306090189,1.0
2.1999999999999997,0.047453304694697454,9.95698147047451,7.371695411149625,slip,0.09789845622898172,40.64628545705246,12.568287453986596,-0.012164340795807648,-0.4695788693839095,0.33243437573802964,0.43033283196701133,280.0355461989974,280.0355461989974,Up,0.027038717623314366,0.2474883379179655,43.196385538981524,14.835133975258515,1.0
2.25,0.04683355886649108,9.76161949798523,7.320731102343557,slip,0.09734219414931101,40.41348027962223,12.556601767792863,-0.012405729837213572,-0.47500665627452293,0.3318510963028105,0.4291932904521215,279.1605280196671,279.1605280196671,Up,0.0275474873377442,0.24907167033590652,42.878905252414,14.751998613076136,1.0
2.3,0.04623769247889402,9.571086503627573,7.268503805176837,slip,0.09682170522682182,40.18661065741417,12.542469295282206,-0.012647360485947447,-0.480425597258689,0.33127121320945896,0.4280929184362808,278.2482265584135,278.2482265584135,Up,0.02805845961103604,0.250680187492266,42.57258912421941,14.670037498977052,1.0
2.35,0.04566450744533986,9.385316448027515,7.215167196519455,slip,0.09633509906426908,39.96558325070099,12.526055918196011,-0.01288924235716004,-0.485832871288909,0.3306955165565497,0.4270306156208188,277.30249418316697,277.30249418316697,Up,0.02857152025200443,0.2523118694751447,42.276913102533136,14.589174873060053,1.0
2.4,0.04511287985460462,9.204235220484291,7.160864268431225,slip,0.09588060774369737,39.75029730386823,12.50751832637254,-0.0131313862653524,-0.49122594803700986,0.33012471746229705,0.42600532520599443,276.3269173845848,276.3269173845848,Up,0.02908656336726112,0.25396484382333684,41.991388486892845,14.50934487072656,1.0
2.45,0.044581754223102836,9.02776199190336,7.1057279244511165,slip,0.09545657587339566,39.5406459247356,12.487004448918995,-0.013373803811022971,-0.4966025629936004,0.3295594508082846,0.42501602668168026,275.3248295522109,275.3248295522109,Up,0.029603490606670252,0.25563737296713757,41.71555832768421,14.430490299797503,1.0
2.5,0.044070138322377085,8.855810422053562,7.049881554805959,slip,0.09506145164664069,39.33651723255114,12.464653874111324,-0.013616507040244419,-0.5019606946389814,0.32900027843438223,0.42406173008102294,274.2993238482596,274.2993238482596,Up,0.030122210488531632,0.2573278429580929,41.44899431513457,14.352561551176871,1.0
2.55,0.04357709850830448,8.688289733249437,6.993439589626144,slip,0.0946937787872195,39.13779538489197,12.440598257061097,-0.013859508166265862,-0.5072985435065556,0.32844769267106355,0.42314147145828307,273.25326605097626,273.25326605097626,Up,0.030642637795058898,0.2590347533281544,41.191294081925,14.275515631299491,1.0
2.6,0.04310175548978136,8.525105662018246,6.936508029562287,slip,0.09435218927468214,38.94436149326789,12.414961714406882,-0.014102819343787116,-0.5126145129776627,0.3279021201122174,0.42225430938689956,272.1893072600539,272.1893072600539,Up,0.031164693029951725,0.26075670794230127,40.942078855869276,14.199315304968376,1.0
